"Step","run - val_sparse_accuracy","run - val_sparse_accuracy__MIN","run - val_sparse_accuracy__MAX"
"14979","100","100","100"
"14981","100","100","100"
"14983","100","100","100"
"14985","100","100","100"
"14987","100","100","100"
"14989","100","100","100"
"14991","100","100","100"
"14993","100","100","100"
"14995","100","100","100"
"14997","100","100","100"
"14999","100","100","100"
"15001","100","100","100"
"15003","100","100","100"
"15005","100","100","100"
"15007","100","100","100"
"15009","100","100","100"
"15011","100","100","100"
"15013","100","100","100"
"15015","100","100","100"
"15017","100","100","100"
"15019","100","100","100"
"15021","100","100","100"
"15023","100","100","100"
"15025","100","100","100"
"15027","100","100","100"
"15029","100","100","100"
"15031","100","100","100"
"15033","100","100","100"
"15035","100","100","100"
"15037","100","100","100"
"15039","100","100","100"
"15041","100","100","100"
"15043","100","100","100"
"15045","100","100","100"
"15047","100","100","100"
"15049","100","100","100"
"15051","100","100","100"
"15053","100","100","100"
"15055","100","100","100"
"15057","100","100","100"
"15059","100","100","100"
"15061","100","100","100"
"15063","100","100","100"
"15065","100","100","100"
"15067","100","100","100"
"15069","100","100","100"
"15071","100","100","100"
"15073","100","100","100"
"15075","100","100","100"
"15077","100","100","100"
"15079","100","100","100"
"15081","100","100","100"
"15083","100","100","100"
"15085","100","100","100"
"15087","100","100","100"
"15089","100","100","100"
"15091","100","100","100"
"15093","100","100","100"
"15095","100","100","100"
"15097","100","100","100"
"15099","100","100","100"
"15101","100","100","100"
"15103","100","100","100"
"15105","100","100","100"
"15107","100","100","100"
"15109","100","100","100"
"15111","100","100","100"
"15113","100","100","100"
"15115","100","100","100"
"15117","100","100","100"
"15119","100","100","100"
"15121","100","100","100"
"15123","100","100","100"
"15125","100","100","100"
"15127","100","100","100"
"15129","100","100","100"
"15131","100","100","100"
"15133","100","100","100"
"15135","100","100","100"
"15137","100","100","100"
"15139","100","100","100"
"15141","100","100","100"
"15143","100","100","100"
"15145","100","100","100"
"15147","100","100","100"
"15149","100","100","100"
"15151","100","100","100"
"15153","100","100","100"
"15155","100","100","100"
"15157","100","100","100"
"15159","100","100","100"
"15161","100","100","100"
"15163","100","100","100"
"15165","100","100","100"
"15167","100","100","100"
"15169","100","100","100"
"15171","100","100","100"
"15173","100","100","100"
"15175","100","100","100"
"15177","100","100","100"
"15179","100","100","100"
"15181","100","100","100"
"15183","100","100","100"
"15185","100","100","100"
"15187","100","100","100"
"15189","100","100","100"
"15191","100","100","100"
"15193","100","100","100"
"15195","100","100","100"
"15197","100","100","100"
"15199","100","100","100"
"15201","100","100","100"
"15203","100","100","100"
"15205","100","100","100"
"15207","100","100","100"
"15209","100","100","100"
"15211","100","100","100"
"15213","100","100","100"
"15215","100","100","100"
"15217","100","100","100"
"15219","100","100","100"
"15221","100","100","100"
"15223","100","100","100"
"15225","100","100","100"
"15227","100","100","100"
"15229","100","100","100"
"15231","100","100","100"
"15233","100","100","100"
"15235","100","100","100"
"15237","100","100","100"
"15239","100","100","100"
"15241","100","100","100"
"15243","100","100","100"
"15245","100","100","100"
"15247","100","100","100"
"15249","100","100","100"
"15251","100","100","100"
"15253","100","100","100"
"15255","100","100","100"
"15257","100","100","100"
"15259","100","100","100"
"15261","100","100","100"
"15263","100","100","100"
"15265","100","100","100"
"15267","100","100","100"
"15269","100","100","100"
"15271","100","100","100"
"15273","100","100","100"
"15275","100","100","100"
"15277","100","100","100"
"15279","100","100","100"
"15281","100","100","100"
"15283","100","100","100"
"15285","100","100","100"
"15287","100","100","100"
"15289","100","100","100"
"15291","100","100","100"
"15293","100","100","100"
"15295","100","100","100"
"15297","100","100","100"
"15299","100","100","100"
"15301","100","100","100"
"15303","100","100","100"
"15305","100","100","100"
"15307","100","100","100"
"15309","100","100","100"
"15311","100","100","100"
"15313","100","100","100"
"15315","100","100","100"
"15317","100","100","100"
"15319","100","100","100"
"15321","100","100","100"
"15323","100","100","100"
"15325","100","100","100"
"15327","100","100","100"
"15329","100","100","100"
"15331","100","100","100"
"15333","100","100","100"
"15335","100","100","100"
"15337","100","100","100"
"15339","100","100","100"
"15341","100","100","100"
"15343","100","100","100"
"15345","100","100","100"
"15347","100","100","100"
"15349","100","100","100"
"15351","100","100","100"
"15353","100","100","100"
"15355","100","100","100"
"15357","100","100","100"
"15359","100","100","100"
"15361","100","100","100"
"15363","100","100","100"
"15365","100","100","100"
"15367","100","100","100"
"15369","100","100","100"
"15371","100","100","100"
"15373","100","100","100"
"15375","100","100","100"
"15377","100","100","100"
"15379","100","100","100"
"15381","100","100","100"
"15383","100","100","100"
"15385","100","100","100"
"15387","100","100","100"
"15389","100","100","100"
"15391","100","100","100"
"15393","100","100","100"
"15395","100","100","100"
"15397","100","100","100"
"15399","100","100","100"
"15401","100","100","100"
"15403","100","100","100"
"15405","100","100","100"
"15407","100","100","100"
"15409","100","100","100"
"15411","100","100","100"
"15413","100","100","100"
"15415","100","100","100"
"15417","100","100","100"
"15419","100","100","100"
"15421","100","100","100"
"15423","100","100","100"
"15425","100","100","100"
"15427","100","100","100"
"15429","100","100","100"
"15431","100","100","100"
"15433","100","100","100"
"15435","100","100","100"
"15437","100","100","100"
"15439","100","100","100"
"15441","100","100","100"
"15443","100","100","100"
"15445","100","100","100"
"15447","100","100","100"
"15449","100","100","100"
"15451","100","100","100"
"15453","100","100","100"
"15455","100","100","100"
"15457","100","100","100"
"15459","100","100","100"
"15461","100","100","100"
"15463","100","100","100"
"15465","100","100","100"
"15467","100","100","100"
"15469","100","100","100"
"15471","100","100","100"
"15473","100","100","100"
"15475","100","100","100"
"15477","100","100","100"
"15479","100","100","100"
"15481","100","100","100"
"15483","100","100","100"
"15485","100","100","100"
"15487","100","100","100"
"15489","100","100","100"
"15491","100","100","100"
"15493","100","100","100"
"15495","100","100","100"
"15497","100","100","100"
"15499","100","100","100"
"15501","100","100","100"
"15503","100","100","100"
"15505","100","100","100"
"15507","100","100","100"
"15509","100","100","100"
"15511","100","100","100"
"15513","100","100","100"
"15515","100","100","100"
"15517","100","100","100"
"15519","100","100","100"
"15521","100","100","100"
"15523","100","100","100"
"15525","100","100","100"
"15527","100","100","100"
"15529","100","100","100"
"15531","100","100","100"
"15533","100","100","100"
"15535","100","100","100"
"15537","100","100","100"
"15539","100","100","100"
"15541","100","100","100"
"15543","100","100","100"
"15545","100","100","100"
"15547","100","100","100"
"15549","100","100","100"
"15551","100","100","100"
"15553","100","100","100"
"15555","100","100","100"
"15557","100","100","100"
"15559","100","100","100"
"15561","100","100","100"
"15563","100","100","100"
"15565","100","100","100"
"15567","100","100","100"
"15569","100","100","100"
"15571","100","100","100"
"15573","100","100","100"
"15575","100","100","100"
"15577","100","100","100"
"15579","100","100","100"
"15581","100","100","100"
"15583","100","100","100"
"15585","100","100","100"
"15587","100","100","100"
"15589","100","100","100"
"15591","100","100","100"
"15593","100","100","100"
"15595","100","100","100"
"15597","100","100","100"
"15599","100","100","100"
"15601","100","100","100"
"15603","100","100","100"
"15605","100","100","100"
"15607","100","100","100"
"15609","100","100","100"
"15611","100","100","100"
"15613","100","100","100"
"15615","100","100","100"
"15617","100","100","100"
"15619","100","100","100"
"15621","100","100","100"
"15623","100","100","100"
"15625","100","100","100"
"15627","100","100","100"
"15629","100","100","100"
"15631","100","100","100"
"15633","100","100","100"
"15635","100","100","100"
"15637","100","100","100"
"15639","100","100","100"
"15641","100","100","100"
"15643","100","100","100"
"15645","100","100","100"
"15647","100","100","100"
"15649","100","100","100"
"15651","100","100","100"
"15653","100","100","100"
"15655","100","100","100"
"15657","100","100","100"
"15659","100","100","100"
"15661","100","100","100"
"15663","100","100","100"
"15665","100","100","100"
"15667","100","100","100"
"15669","100","100","100"
"15671","100","100","100"
"15673","100","100","100"
"15675","100","100","100"
"15677","100","100","100"
"15679","100","100","100"
"15681","100","100","100"
"15683","100","100","100"
"15685","100","100","100"
"15687","100","100","100"
"15689","100","100","100"
"15691","100","100","100"
"15693","100","100","100"
"15695","100","100","100"
"15697","100","100","100"
"15699","100","100","100"
"15701","100","100","100"
"15703","100","100","100"
"15705","100","100","100"
"15707","100","100","100"
"15709","100","100","100"
"15711","100","100","100"
"15713","100","100","100"
"15715","100","100","100"
"15717","100","100","100"
"15719","100","100","100"
"15721","100","100","100"
"15723","100","100","100"
"15725","100","100","100"
"15727","100","100","100"
"15729","100","100","100"
"15731","100","100","100"
"15733","100","100","100"
"15735","100","100","100"
"15737","100","100","100"
"15739","100","100","100"
"15741","100","100","100"
"15743","100","100","100"
"15745","100","100","100"
"15747","100","100","100"
"15749","100","100","100"
"15751","100","100","100"
"15753","100","100","100"
"15755","100","100","100"
"15757","100","100","100"
"15759","100","100","100"
"15761","100","100","100"
"15763","100","100","100"
"15765","100","100","100"
"15767","100","100","100"
"15769","100","100","100"
"15771","100","100","100"
"15773","100","100","100"
"15775","100","100","100"
"15777","100","100","100"
"15779","100","100","100"
"15781","100","100","100"
"15783","100","100","100"
"15785","100","100","100"
"15787","100","100","100"
"15789","100","100","100"
"15791","100","100","100"
"15793","100","100","100"
"15795","100","100","100"
"15797","100","100","100"
"15799","100","100","100"
"15801","100","100","100"
"15803","100","100","100"
"15805","100","100","100"
"15807","100","100","100"
"15809","100","100","100"
"15811","100","100","100"
"15813","100","100","100"
"15815","100","100","100"
"15817","100","100","100"
"15819","100","100","100"
"15821","100","100","100"
"15823","100","100","100"
"15825","100","100","100"
"15827","100","100","100"
"15829","100","100","100"
"15831","100","100","100"
"15833","100","100","100"
"15835","100","100","100"
"15837","100","100","100"
"15839","100","100","100"
"15841","100","100","100"
"15843","100","100","100"
"15845","100","100","100"
"15847","100","100","100"
"15849","100","100","100"
"15851","100","100","100"
"15853","100","100","100"
"15855","100","100","100"
"15857","100","100","100"
"15859","100","100","100"
"15861","100","100","100"
"15863","100","100","100"
"15865","100","100","100"
"15867","100","100","100"
"15869","100","100","100"
"15871","100","100","100"
"15873","100","100","100"
"15875","100","100","100"
"15877","100","100","100"
"15879","100","100","100"
"15881","100","100","100"
"15883","100","100","100"
"15885","100","100","100"
"15887","100","100","100"
"15889","100","100","100"
"15891","100","100","100"
"15893","100","100","100"
"15895","100","100","100"
"15897","100","100","100"
"15899","100","100","100"
"15901","100","100","100"
"15903","100","100","100"
"15905","100","100","100"
"15907","100","100","100"
"15909","100","100","100"
"15911","100","100","100"
"15913","100","100","100"
"15915","100","100","100"
"15917","100","100","100"
"15919","100","100","100"
"15921","100","100","100"
"15923","100","100","100"
"15925","100","100","100"
"15927","100","100","100"
"15929","100","100","100"
"15931","100","100","100"
"15933","100","100","100"
"15935","100","100","100"
"15937","100","100","100"
"15939","100","100","100"
"15941","100","100","100"
"15943","100","100","100"
"15945","100","100","100"
"15947","100","100","100"
"15949","100","100","100"
"15951","100","100","100"
"15953","100","100","100"
"15955","100","100","100"
"15957","100","100","100"
"15959","100","100","100"
"15961","100","100","100"
"15963","100","100","100"
"15965","100","100","100"
"15967","100","100","100"
"15969","100","100","100"
"15971","100","100","100"
"15973","100","100","100"
"15975","100","100","100"
"15977","100","100","100"
"15979","100","100","100"
"15981","100","100","100"
"15983","100","100","100"
"15985","100","100","100"
"15987","100","100","100"
"15989","100","100","100"
"15992","100","100","100"
"15994","100","100","100"
"15996","100","100","100"
"15998","100","100","100"
"16000","100","100","100"
"16002","100","100","100"
"16004","100","100","100"
"16006","100","100","100"
"16008","100","100","100"
"16010","100","100","100"
"16012","100","100","100"
"16014","100","100","100"
"16016","100","100","100"
"16018","100","100","100"
"16020","100","100","100"
"16022","100","100","100"
"16024","100","100","100"
"16026","100","100","100"
"16028","100","100","100"
"16030","100","100","100"
"16032","100","100","100"
"16034","100","100","100"
"16036","100","100","100"
"16038","100","100","100"
"16040","100","100","100"
"16042","100","100","100"
"16044","100","100","100"
"16046","100","100","100"
"16048","100","100","100"
"16050","100","100","100"
"16052","100","100","100"
"16054","100","100","100"
"16056","100","100","100"
"16058","100","100","100"
"16060","100","100","100"
"16062","100","100","100"
"16064","100","100","100"
"16066","100","100","100"
"16068","100","100","100"
"16070","100","100","100"
"16072","100","100","100"
"16074","100","100","100"
"16076","100","100","100"
"16078","100","100","100"
"16080","100","100","100"
"16082","100","100","100"
"16084","100","100","100"
"16086","100","100","100"
"16088","100","100","100"
"16090","100","100","100"
"16092","100","100","100"
"16094","100","100","100"
"16096","100","100","100"
"16098","100","100","100"
"16100","100","100","100"
"16102","100","100","100"
"16104","100","100","100"
"16106","100","100","100"
"16108","100","100","100"
"16110","100","100","100"
"16112","100","100","100"
"16114","100","100","100"
"16116","100","100","100"
"16118","100","100","100"
"16120","100","100","100"
"16122","100","100","100"
"16124","100","100","100"
"16126","100","100","100"
"16128","100","100","100"
"16130","100","100","100"
"16132","100","100","100"
"16134","100","100","100"
"16136","100","100","100"
"16138","100","100","100"
"16140","100","100","100"
"16142","100","100","100"
"16144","100","100","100"
"16146","100","100","100"
"16148","100","100","100"
"16150","100","100","100"
"16152","100","100","100"
"16154","100","100","100"
"16156","100","100","100"
"16158","100","100","100"
"16160","100","100","100"
"16162","100","100","100"
"16164","100","100","100"
"16166","100","100","100"
"16168","100","100","100"
"16170","100","100","100"
"16172","100","100","100"
"16174","100","100","100"
"16176","100","100","100"
"16178","100","100","100"
"16180","100","100","100"
"16182","100","100","100"
"16184","100","100","100"
"16186","100","100","100"
"16188","100","100","100"
"16190","100","100","100"
"16192","100","100","100"
"16194","100","100","100"
"16196","100","100","100"
"16198","100","100","100"
"16200","100","100","100"
"16202","100","100","100"
"16204","100","100","100"
"16206","100","100","100"
"16208","100","100","100"
"16210","100","100","100"
"16212","100","100","100"
"16214","100","100","100"
"16216","100","100","100"
"16218","100","100","100"
"16220","100","100","100"
"16222","100","100","100"
"16224","100","100","100"
"16226","100","100","100"
"16228","100","100","100"
"16230","100","100","100"
"16232","100","100","100"
"16234","100","100","100"
"16236","100","100","100"
"16238","100","100","100"
"16240","100","100","100"
"16242","100","100","100"
"16244","100","100","100"
"16246","100","100","100"
"16248","100","100","100"
"16250","100","100","100"
"16252","100","100","100"
"16254","100","100","100"
"16256","100","100","100"
"16258","100","100","100"
"16260","100","100","100"
"16262","100","100","100"
"16264","100","100","100"
"16266","100","100","100"
"16268","100","100","100"
"16270","100","100","100"
"16272","100","100","100"
"16274","100","100","100"
"16276","100","100","100"
"16278","100","100","100"
"16280","100","100","100"
"16282","100","100","100"
"16284","100","100","100"
"16286","100","100","100"
"16288","100","100","100"
"16290","100","100","100"
"16292","100","100","100"
"16294","100","100","100"
"16296","100","100","100"
"16298","100","100","100"
"16300","100","100","100"
"16302","100","100","100"
"16304","100","100","100"
"16306","100","100","100"
"16308","100","100","100"
"16310","100","100","100"
"16312","100","100","100"
"16314","100","100","100"
"16316","100","100","100"
"16318","100","100","100"
"16320","100","100","100"
"16322","100","100","100"
"16324","100","100","100"
"16326","100","100","100"
"16328","100","100","100"
"16330","100","100","100"
"16332","100","100","100"
"16334","100","100","100"
"16336","100","100","100"
"16338","100","100","100"
"16340","100","100","100"
"16342","100","100","100"
"16344","100","100","100"
"16346","100","100","100"
"16348","100","100","100"
"16350","100","100","100"
"16352","100","100","100"
"16354","100","100","100"
"16356","100","100","100"
"16358","100","100","100"
"16360","100","100","100"
"16362","100","100","100"
"16364","100","100","100"
"16366","100","100","100"
"16368","100","100","100"
"16370","100","100","100"
"16372","100","100","100"
"16374","100","100","100"
"16376","100","100","100"
"16378","100","100","100"
"16380","100","100","100"
"16382","100","100","100"
"16384","100","100","100"
"16386","100","100","100"
"16388","100","100","100"
"16390","100","100","100"
"16392","100","100","100"
"16394","100","100","100"
"16396","100","100","100"
"16398","100","100","100"
"16400","100","100","100"
"16402","100","100","100"
"16404","100","100","100"
"16406","100","100","100"
"16408","100","100","100"
"16410","100","100","100"
"16412","100","100","100"
"16414","100","100","100"
"16416","100","100","100"
"16418","100","100","100"
"16420","100","100","100"
"16422","100","100","100"
"16424","100","100","100"
"16426","100","100","100"
"16428","100","100","100"
"16430","100","100","100"
"16432","100","100","100"
"16434","100","100","100"
"16436","100","100","100"
"16438","100","100","100"
"16440","100","100","100"
"16442","100","100","100"
"16444","100","100","100"
"16446","100","100","100"
"16448","100","100","100"
"16450","100","100","100"
"16452","100","100","100"
"16454","100","100","100"
"16456","100","100","100"
"16458","100","100","100"
"16460","100","100","100"
"16462","100","100","100"
"16464","100","100","100"
"16466","100","100","100"
"16468","100","100","100"
"16470","100","100","100"
"16472","100","100","100"
"16474","100","100","100"
"16476","100","100","100"
"16478","100","100","100"
"16480","100","100","100"
"16482","100","100","100"
"16484","100","100","100"
"16486","100","100","100"
"16488","100","100","100"
"16490","100","100","100"
"16492","100","100","100"
"16494","100","100","100"
"16496","100","100","100"
"16498","100","100","100"
"16500","100","100","100"
"16502","100","100","100"
"16504","100","100","100"
"16506","100","100","100"
"16508","100","100","100"
"16510","100","100","100"
"16512","100","100","100"
"16514","100","100","100"
"16516","100","100","100"
"16518","100","100","100"
"16520","100","100","100"
"16522","100","100","100"
"16524","100","100","100"
"16526","100","100","100"
"16528","100","100","100"
"16530","100","100","100"
"16532","100","100","100"
"16534","100","100","100"
"16536","100","100","100"
"16538","100","100","100"
"16540","100","100","100"
"16542","100","100","100"
"16544","100","100","100"
"16546","100","100","100"
"16548","100","100","100"
"16550","100","100","100"
"16552","100","100","100"
"16554","100","100","100"
"16556","100","100","100"
"16558","100","100","100"
"16560","100","100","100"
"16562","100","100","100"
"16564","100","100","100"
"16566","100","100","100"
"16568","100","100","100"
"16570","100","100","100"
"16572","100","100","100"
"16574","100","100","100"
"16576","100","100","100"
"16578","100","100","100"
"16580","100","100","100"
"16582","100","100","100"
"16584","100","100","100"
"16586","100","100","100"
"16588","100","100","100"
"16590","100","100","100"
"16592","100","100","100"
"16594","100","100","100"
"16596","100","100","100"
"16598","100","100","100"
"16600","100","100","100"
"16602","100","100","100"
"16604","100","100","100"
"16606","100","100","100"
"16608","100","100","100"
"16610","100","100","100"
"16612","100","100","100"
"16614","100","100","100"
"16616","100","100","100"
"16618","100","100","100"
"16620","100","100","100"
"16622","100","100","100"
"16624","100","100","100"
"16626","100","100","100"
"16628","100","100","100"
"16630","100","100","100"
"16632","100","100","100"
"16634","100","100","100"
"16636","100","100","100"
"16638","100","100","100"
"16640","100","100","100"
"16642","100","100","100"
"16644","100","100","100"
"16646","100","100","100"
"16648","100","100","100"
"16650","100","100","100"
"16652","100","100","100"
"16654","100","100","100"
"16656","100","100","100"
"16658","100","100","100"
"16660","100","100","100"
"16662","100","100","100"
"16664","100","100","100"
"16666","100","100","100"
"16668","100","100","100"
"16670","100","100","100"
"16672","100","100","100"
"16674","100","100","100"
"16676","100","100","100"
"16678","100","100","100"
"16680","100","100","100"
"16682","100","100","100"
"16684","100","100","100"
"16686","100","100","100"
"16688","100","100","100"
"16690","100","100","100"
"16692","100","100","100"
"16694","100","100","100"
"16696","100","100","100"
"16698","100","100","100"
"16700","100","100","100"
"16702","100","100","100"
"16704","100","100","100"
"16706","100","100","100"
"16708","100","100","100"
"16710","100","100","100"
"16712","100","100","100"
"16714","100","100","100"
"16716","100","100","100"
"16718","100","100","100"
"16720","100","100","100"
"16722","100","100","100"
"16724","100","100","100"
"16726","100","100","100"
"16728","100","100","100"
"16730","100","100","100"
"16732","100","100","100"
"16734","100","100","100"
"16736","100","100","100"
"16738","100","100","100"
"16740","100","100","100"
"16742","100","100","100"
"16744","100","100","100"
"16746","100","100","100"
"16748","100","100","100"
"16750","100","100","100"
"16752","100","100","100"
"16754","100","100","100"
"16756","100","100","100"
"16758","100","100","100"
"16760","100","100","100"
"16762","100","100","100"
"16764","100","100","100"
"16766","100","100","100"
"16768","100","100","100"
"16770","100","100","100"
"16772","100","100","100"
"16774","100","100","100"
"16776","100","100","100"
"16778","100","100","100"
"16780","100","100","100"
"16782","100","100","100"
"16784","100","100","100"
"16786","100","100","100"
"16788","100","100","100"
"16790","100","100","100"
"16792","100","100","100"
"16794","100","100","100"
"16796","100","100","100"
"16798","100","100","100"
"16800","100","100","100"
"16802","100","100","100"
"16804","100","100","100"
"16806","100","100","100"
"16808","100","100","100"
"16810","100","100","100"
"16812","100","100","100"
"16814","100","100","100"
"16816","100","100","100"
"16818","100","100","100"
"16820","100","100","100"
"16822","100","100","100"
"16824","100","100","100"
"16826","100","100","100"
"16828","100","100","100"
"16830","100","100","100"
"16832","100","100","100"
"16834","100","100","100"
"16836","100","100","100"
"16838","100","100","100"
"16840","100","100","100"
"16842","100","100","100"
"16844","100","100","100"
"16846","100","100","100"
"16848","100","100","100"
"16850","100","100","100"
"16852","100","100","100"
"16854","100","100","100"
"16856","100","100","100"
"16858","100","100","100"
"16860","100","100","100"
"16862","100","100","100"
"16864","100","100","100"
"16866","100","100","100"
"16868","100","100","100"
"16870","100","100","100"
"16872","100","100","100"
"16874","100","100","100"
"16876","100","100","100"
"16878","100","100","100"
"16880","100","100","100"
"16882","100","100","100"
"16884","100","100","100"
"16886","100","100","100"
"16888","100","100","100"
"16890","100","100","100"
"16892","100","100","100"
"16894","100","100","100"
"16896","100","100","100"
"16898","100","100","100"
"16900","100","100","100"
"16902","100","100","100"
"16904","100","100","100"
"16906","100","100","100"
"16908","100","100","100"
"16910","100","100","100"
"16912","100","100","100"
"16914","100","100","100"
"16916","100","100","100"
"16918","100","100","100"
"16920","100","100","100"
"16922","100","100","100"
"16924","100","100","100"
"16926","100","100","100"
"16928","100","100","100"
"16930","100","100","100"
"16932","100","100","100"
"16934","100","100","100"
"16936","100","100","100"
"16938","100","100","100"
"16940","100","100","100"
"16942","100","100","100"
"16944","100","100","100"
"16946","100","100","100"
"16948","100","100","100"
"16950","100","100","100"
"16952","100","100","100"
"16954","100","100","100"
"16956","100","100","100"
"16958","100","100","100"
"16960","100","100","100"
"16962","100","100","100"
"16964","100","100","100"
"16966","100","100","100"
"16968","100","100","100"
"16970","100","100","100"
"16972","100","100","100"
"16974","100","100","100"
"16976","100","100","100"
"16978","100","100","100"
"16980","100","100","100"
"16982","100","100","100"
"16984","100","100","100"
"16986","100","100","100"
"16988","100","100","100"
"16990","100","100","100"
"16992","100","100","100"
"16994","100","100","100"
"16996","100","100","100"
"16998","100","100","100"
"17000","100","100","100"
"17002","100","100","100"
"17004","100","100","100"
"17006","100","100","100"
"17008","100","100","100"
"17010","100","100","100"
"17012","100","100","100"
"17014","100","100","100"
"17016","100","100","100"
"17018","100","100","100"
"17020","100","100","100"
"17022","100","100","100"
"17024","100","100","100"
"17026","100","100","100"
"17028","100","100","100"
"17030","100","100","100"
"17032","100","100","100"
"17034","100","100","100"
"17036","100","100","100"
"17038","100","100","100"
"17040","100","100","100"
"17042","100","100","100"
"17044","100","100","100"
"17046","100","100","100"
"17048","100","100","100"
"17050","100","100","100"
"17052","100","100","100"
"17054","100","100","100"
"17056","100","100","100"
"17058","100","100","100"
"17060","100","100","100"
"17062","100","100","100"
"17064","100","100","100"
"17066","100","100","100"
"17068","100","100","100"
"17070","100","100","100"
"17072","100","100","100"
"17074","100","100","100"
"17076","100","100","100"
"17078","100","100","100"
"17080","100","100","100"
"17082","100","100","100"
"17084","100","100","100"
"17086","100","100","100"
"17088","100","100","100"
"17090","100","100","100"
"17092","100","100","100"
"17094","100","100","100"
"17096","100","100","100"
"17098","100","100","100"
"17100","100","100","100"
"17102","100","100","100"
"17104","100","100","100"
"17106","100","100","100"
"17108","100","100","100"
"17110","100","100","100"
"17112","100","100","100"
"17114","100","100","100"
"17116","100","100","100"
"17118","100","100","100"
"17120","100","100","100"
"17122","100","100","100"
"17124","100","100","100"
"17126","100","100","100"
"17128","100","100","100"
"17130","100","100","100"
"17132","100","100","100"
"17134","100","100","100"
"17136","100","100","100"
"17138","100","100","100"
"17140","100","100","100"
"17142","100","100","100"
"17144","100","100","100"
"17146","100","100","100"
"17148","100","100","100"
"17150","100","100","100"
"17152","100","100","100"
"17154","100","100","100"
"17156","100","100","100"
"17158","100","100","100"
"17160","100","100","100"
"17162","100","100","100"
"17164","100","100","100"
"17166","100","100","100"
"17168","100","100","100"
"17170","100","100","100"
"17172","100","100","100"
"17174","100","100","100"
"17176","100","100","100"
"17178","100","100","100"
"17180","100","100","100"
"17182","100","100","100"
"17184","100","100","100"
"17186","100","100","100"
"17188","100","100","100"
"17190","100","100","100"
"17192","100","100","100"
"17194","100","100","100"
"17196","100","100","100"
"17198","100","100","100"
"17200","100","100","100"
"17202","100","100","100"
"17204","100","100","100"
"17206","100","100","100"
"17208","100","100","100"
"17210","100","100","100"
"17212","100","100","100"
"17214","100","100","100"
"17216","100","100","100"
"17218","100","100","100"
"17220","100","100","100"
"17222","100","100","100"
"17224","100","100","100"
"17226","100","100","100"
"17228","100","100","100"
"17230","100","100","100"
"17232","100","100","100"
"17234","100","100","100"
"17236","100","100","100"
"17238","100","100","100"
"17240","100","100","100"
"17242","100","100","100"
"17244","100","100","100"
"17246","100","100","100"
"17248","100","100","100"
"17250","100","100","100"
"17252","100","100","100"
"17254","100","100","100"
"17256","100","100","100"
"17258","100","100","100"
"17260","100","100","100"
"17262","100","100","100"
"17264","100","100","100"
"17266","100","100","100"
"17268","100","100","100"
"17270","100","100","100"
"17272","100","100","100"
"17274","100","100","100"
"17276","100","100","100"
"17278","100","100","100"
"17280","100","100","100"
"17282","100","100","100"
"17284","100","100","100"
"17286","100","100","100"
"17288","100","100","100"
"17290","100","100","100"
"17292","100","100","100"
"17294","100","100","100"
"17296","100","100","100"
"17298","100","100","100"
"17300","100","100","100"
"17302","100","100","100"
"17304","100","100","100"
"17306","100","100","100"
"17308","100","100","100"
"17310","100","100","100"
"17312","100","100","100"
"17314","100","100","100"
"17316","100","100","100"
"17318","100","100","100"
"17320","100","100","100"
"17322","100","100","100"
"17324","100","100","100"
"17326","100","100","100"
"17328","100","100","100"
"17330","100","100","100"
"17332","100","100","100"
"17334","100","100","100"
"17336","100","100","100"
"17338","100","100","100"
"17340","100","100","100"
"17342","100","100","100"
"17344","100","100","100"
"17346","100","100","100"
"17348","100","100","100"
"17350","100","100","100"
"17352","100","100","100"
"17354","100","100","100"
"17356","100","100","100"
"17358","100","100","100"
"17360","100","100","100"
"17362","100","100","100"
"17364","100","100","100"
"17366","100","100","100"
"17368","100","100","100"
"17370","100","100","100"
"17372","100","100","100"
"17374","100","100","100"
"17376","100","100","100"
"17378","100","100","100"
"17380","100","100","100"
"17382","100","100","100"
"17384","100","100","100"
"17386","100","100","100"
"17388","100","100","100"
"17390","100","100","100"
"17392","100","100","100"
"17394","100","100","100"
"17396","100","100","100"
"17398","100","100","100"
"17400","100","100","100"
"17402","100","100","100"
"17404","100","100","100"
"17406","100","100","100"
"17408","100","100","100"
"17410","100","100","100"
"17412","100","100","100"
"17414","100","100","100"
"17416","100","100","100"
"17418","100","100","100"
"17420","100","100","100"
"17422","100","100","100"
"17424","100","100","100"
"17426","100","100","100"
"17428","100","100","100"
"17430","100","100","100"
"17432","100","100","100"
"17434","100","100","100"
"17436","100","100","100"
"17438","100","100","100"
"17440","100","100","100"
"17442","100","100","100"
"17444","100","100","100"
"17446","100","100","100"
"17448","100","100","100"
"17450","100","100","100"
"17452","100","100","100"
"17454","100","100","100"
"17456","100","100","100"
"17458","100","100","100"
"17460","100","100","100"
"17462","100","100","100"
"17464","100","100","100"
"17466","100","100","100"
"17468","100","100","100"
"17470","100","100","100"
"17472","100","100","100"
"17474","100","100","100"
"17476","100","100","100"
"17478","100","100","100"
"17480","100","100","100"
"17482","100","100","100"
"17484","100","100","100"
"17486","100","100","100"
"17488","100","100","100"
"17490","100","100","100"
"17492","100","100","100"
"17494","100","100","100"
"17496","100","100","100"
"17498","100","100","100"
"17500","100","100","100"
"17502","100","100","100"
"17504","100","100","100"
"17506","100","100","100"
"17508","100","100","100"
"17510","100","100","100"
"17512","100","100","100"
"17514","100","100","100"
